Company Name, Email, Telephone, Website
CCFA Chambre de Commerce Franco-Arabe, fahed@ccfranco-arabe.org, +33145532012, http://www.ccfranco-arabe.org
CCI Franco-Indienne, contact@ccfi.com, +33+33768729733, http://www.ccifi.com
CCI INTERNATIONAL, contactinternational@ccifrance.fr, +33140693725, http://www.cci-international.fr
CDA, contact@cdafrance.com, +33468412529, http://www.cdafrance.com
CEDAP, h.jauny@cedap.mc, +37793155300, http://www.cedap.mc
CENECA, ceneca@wanadoo.fr, +33147201067, http://www.salon-agriculture.com
CERES GROUPE, contact@ceres-groupe.fr, 0326427265, http://ceres-groupe.fr/
CERFRANCE – Conseil National du Réseau CER France, fcox@cn.cerfrance.fr, +33156542817, http://www.reseau-cerfrance.fr
CEVA SANTE ANIMALE SA, contact@ceva.com, +33557554040, http://www.ceva.com
CFIA, cfia@cfia.fr, +33156902990, http://www.cfia.fr
CGP COATING INNOVATION, solutioncgp@cgp-coating.com, +33473161800, http://www.cgp-coating.com
CHALON MEGARD, info@chalonmegard.com, +33474761155, http://www.chalonmegard.fr
Chambre Régionale d’agriculture de Bretagne, mathieu.merlhe@bretagne.chambagri.fr, 0223482722, http://www.bretagne.synagri.com
CHARRIAU (Ets J&Y), contact@charriau.com, +33240311872, https://www.charriau.com/fr/societe
CHOPIN TECHNOLOGIES, export@chopin.fr, +33141475048, http://www.chopin.fr
CIAN, contact@cian.asso.fr, +33145625576, http://www.cian.afrique.org
CIDAPE, contact@cidape.fr, +33144852525, http://www.cidape.fr
CIRAD, sloan.saletes@cirad.fr, +33467593870, http://www.cirad.fr
CLARANOR, info@claranor.com, +33486408464, http://www.claranor.com
CLAUGER, commercial@clauger.fr, +33472315200, http://www.clauger.com
CLEXTRAL, ghallary@clextral.com, +33477403131, http://www.clextral.com
CMF GROUPE, cmfexport@cmf-groupe.com, +33240983492, http://www.cmf-groupe.com
CMP, info@c-m-p.fr, +33326584363, http://www.c-m-p.fr
CODETEC, contact@codetec.fr, +33+33672550756, http://www.codetec.fr
COFACE, nathalie.paris@coface.com, ()149021003, http://www.coface.fr
COMEXPOSIUM, contact@comexposium.com, +33176771111, http://www.comexposium.com
COOPERATIVE GROUPE TERRENA, fstauffer@terrena.fr, +33240989920, http://www.terrena.fr
COOPERL ARC ATLANTIQUE, fteillet@cooperl.com, +33296307070, http://www.cooperl.com
COOPEX MONTBELIARDE, export@coopex.com, +33381632827, http://www.coopex.com
COSTRAL SA, fkuhlmann@costral.fr, +33389478945, http://www.costral.fr
COUEDIC MADORE, export@couedic-madore.com, +33296663030, http://www.couedic-madore.com
COVAL SAS, fabrice.beynet@coval.com, +33475599191, http://www.coval.com
CRD, info@c-r-d.com, +33243304590, http://www.c-r-d.com
CREDIT AGRICOLE CORPORATE & INVESTMENT BANK, , +33141899514+33621537733, http://www.ca-cib.com
CYCLE FARMS, philip.lonsdale@cyclefarms.com, +33760688831, http://www.cyclefarms.com
DAGARD, info@dagard.com, +33555824000, http://www.dagard.com
Dalkia Froid Solutions, jean.pierre.merle@dalkiafroidsolutions.com, +33241966200, http://www.dalkiafroidsolutions.com
DECOPACK, decopack@orange.fr, +33164951212, http://www.decopack.fr
DESIALIS, info@desialis.com, +33142990101, http://www.desialis.com
DIANE INDUSTRIES, roger.messio@diane-industries.com, +33365900000, http://www.diane-industries.com
DOSATRON INTERNATIONAL SAS, info@dosatron.com, +33557971111, http://www.dosatron.com
DUWOOD INTERNATIONAL, contact@duwood.fr, 0184251760, http://www.duwood.fr
E.C.C.U. – EUROPE CHINA COMMERCIAL UNION, chen.haihong@eccu.fr, +33143907660, http://www.eccu.fr
ECODAS, contact@ecodas.com, 0320709865, http://www.ecodas.com
EDEIS, serge.page@edeis.com, +33+33251895050, http://www.edeis.com
EILYPS, loic.quemere@eilyps.fr, +33299606706, http://www.eilyps.fr
EKIP « LES EQUIPEMENTIERS DU GOUT », contact@ekip.com, +33155078222, http://www.ekip.com
ENTAV INTERNATIONAL, samiha.elguerne@vignevin.com, +33466511755, http://www.vignevin.com
EQUID’EXPORT, equidexport@gmail.com, 0674398482, http://
ERCA SA, info.dairyfood@ima.it, +33169828000, http://www.imadairyfood.com
ESSOR AGRO, contact44@essor.group, 0251806620, http://www.essor.group
EUROBINOX, g.breton@eurobinox.com, +33478562288, http://www.eurobinox.com
EUROGERM SA, export@eurogerm.com, +33380730777, http://www.eurogerm.com
EVOLUTION INTERNATIONAL (ex SERSIA), marielle.breheret@evolution-xy.fr, +33299852140, http://www.international@evolution-xy.fr
FEMIA, export@femia.fr, +33156837701, http://www.femia.fr
FENVIA SAS, fenvia@free.fr, +33143922055, http://
FERROSTAAL EQUIPMENT SOLUTIONS, alexandre.fontanaud@ferrostaal-trading.com, 0049380227453, http://www.ferrostaal-es.com
FILCLAIR SAS, informations@filclair.com, +33442540797, http://www.filclair.com
FNPSMS, anna.kolakowska@agpm.com, +33147234832, http://www.maizeurop.com
FRANCE BLONDE D’AQUITAINE SELECTION, blondedaquitaine@orange.fr, +33553960089, http://www.blonde-aquitaine.fr
FRANCE EXPORT CEREALES, ddrignon@franceexportcereales.org, +33144311006, http://www.franceexportcereales.org
FRANCE FORMATION EXPORT, contact@franceformationexport.com, +33155078222, http://www.franceformationexport.com
FRANCE GENETIQUE ELEVAGE, france-genetique-elevage@france-genetique-elevage.fr, +33140045202, http://www.france-genetique-elevage.org
G. MAGYAR SA, magyar.sa@magyar.fr, +33380532222, http://www.magyar.fr
GALACTEA GROUP, bertrand.stukala@galactea.eu, +33477260440, http://www.galactea.eu
GEOCOTON, kaittalb@advens-france.com, 0142995300, http://www.advens-groupe.com
GEPPIA SAS, contact@geppia.com, +33142938270, http://www.geppia.com
GERMICOPA SAS, contact@germicopa.com, +33298100100, http://www.germicopa.com
GERMIFLOR (LAUTIER MARCEL SAS), m.barthes@germiflor.com, +33563610659, http://www.germiflor.com
GILLOUAYE SAS, t.fantina@gillouaye.com, +33299422222, http://www.silos-gillouaye.com
GNIS, marine.bentghi@gnis.fr, +33142335112, http://www.gnis.fr
GOAVEC Engineering, contact@goavec.com, +33233813000, http://www.goavec.com
Groupama Assurance-crédit & Caution, info@groupama-ac.fr, 0149313188, http://www.groupama-ac.fr
GROUPE BARBIER, olivier.pochon@barbiergroup.com, +33+33471751111, http://www.barbiergroup.com
HUBBARD, jean.lebec@hubbardbreeders.com, +33647167017, http://www.hubbardbreeders.com
HYDROLOCK, sales@hydrolock-sterilizers.com, +33272883580, http://www.hydrolock-sterilizers.com
I-TEK, contact@i-tek.fr, 0296846555, http://www.i-tek.com
I.C.E SAS, contact@ldfs.com, +33491603010, http://www.groupeldfs.com
ICE WATER MANAGEMENT, opascaud@ice-water-engineering.com, +33+33450080666, http://www.ice-water-treatment.com
ID GROUP / IDS, idgs@ids-france.net, 0479843606, http://www.ids-france.net
IDENA SAS, contact@idena.fr, +33240636000, http://www.idena.fr
IFIP – INSTITUT DU PORC, stephane.gouault@ifip.asso.fr, +33158393950, http://www.ifip.asso.fr
IMED, imed@imedfr.org, +33491914772, http://www.imedfr.org
IMV TECHNOLOGIES, contact@imv-technologies.com, +33233346464, http://www.imv-technologies.com
INSTITUT DE L’ELEVAGE, intercoop@idele.fr, +33140045255, http://www.idele.fr
INTERLIM GENETIQUE SERVICE, interlim@limousine.org, +33555064646, http://www.interlim.com
IPSB, jean-manuel.morant@ipsb.fr, 0160397230, https://ipsb.fr/
IRRIFRANCE GROUPE, irrifrance@irrifrance.fr, +33467257979, http://www.irrifrance.com
IRSTEA, dvt@irstea.fr, +33140966121, http://www.irstea.fr
ITK, contact@itk.fr, +33467593046, http://www.itk.fr
JAC SA, mail@jac-machines.com, +33607461289, http://www.jac-machines.com
JOURDAIN SAS, contacts@jourdain-group.com, +33238340000, http://www.jourdain-group.com
KULKER, info@kulker.fr, +33238377148, http://www.kulker.fr
LA BUVETTE SAS, s.marc@labuvette.fr, +33324523723, http://www.labuvette.fr
LABOGENA DNA, julien.pradelles@labogena.fr, 0139675862, http://www.labogena.fr
LAGARDE, jcravoux@lagarde-autoclaves.com, +33475905858, http://www.lagarde-autoclaves.com
LATINPACK  BFR groupe, info@bfrgroupe.com, +33169119000, http://www.bfrgroupe.com
LE GOUESSANT AQUACULTURE, , 0296307474, http://www.aqua.legouessant.fr
LIMA SAS, lima@lima-france.com, +33298948968, http://www.lima-france.com
LODI GROUP, chaverot@lodi.fr, +33646085273, http://www.lodi-group.fr
M2i Biocontrol, johann.fournil@m2i-ls.com, 0184760064, http://www.m2i-lifesciences.com/quest-ce-que-le-biocontrole-vegetal
MAF RODA AGROBOTIC, maf@maf-France.com, +33563632770, http://www.maf-roda.com
MAISADOUR (GROUPE COOPERATIF), business.international@maisadour.com, +33558058484, http://www.maisadour.com
MANE, webinfo@mane.com, +33493097000, http://www.mane.com
MASSON ET FILS, info@farmline.fr, +33475760390, http://www.masson-avicole.com
MCA PROCESS, contact@mca-process.fr, +33298527700, http://www.mca-process.fr
MECAPACK, e.echardour@proplast-group.com, +33251570794, http://www.mecapack.com
MECATHERM SA, info@mecatherm.fr, +33388474300, http://www.mecatherm.fr
MEDEF INTERNATIONAL, tcourtaigne@medef.fr, +33153591616, http://www.medefinternational.fr
NOR-FEED, contact@norfeed.net, 0241937456, http://www.norfeed.net
NUTRISYNTHESE, contact@nutrisynthese.com, +33783014059, https://nutrisynthese.com/
OLEXA, hello@olexa.press, +33321553600, http://www.olexa.press
OLMIX, squinio@olmix.com, +33297388103, http://www.olmix.com
ONF INTERNATIONAL, contact@onfinternational.org, +33143947219, http://www.onfinternational.org
ORVIA, nicolas.guillaume@orvia.fr, 0285528900, https://www.orvia.fr/
OSON – ORGANISATION DE SELECTION OVINE NORD, josselin.jp@orange.fr, +33323691594, http://www.mouton-ile-de-France.com
OTECH SAS GROUPE IRRIMEC, mauro.fioratti@otech.fr, +33559651219, http://www.pivot-irrigation.com
PAKEA, norbert.tschudy@pakea.eu, +33389449448, http://www.pakea.eu
PANEM INTERNATIONAL SAS, panem@panem.fr, +33549255004, http://www.panem.fr
PEPINIERES VITICOLES PHILIPPE DAYDE SARL, dayde@wanadoo.fr, +33563570749, http://www.pepinieresdayde.fr
PÉPINIÉRISTES PRODUCTEURS DU COMTAT, pepiniere@comtat.com, +33490654273, http://www.comtat.com
PERA PELLENC, pera@pera.fr, +33467770121, http://www.pera.fr
PICHON, info@pichonindustries.com, +33256452100, http://www.pichonindustries
PIERRE GUERIN SAS, contact@pierreguerin.fr, +33549047800, http://www.pierreguerin.fr
Races De France, stephane.patin@racesdefrance.fr, +33140045278, http://www.racesdefrance.fr
REG SAS, contact@groupe-reg.com, 0320175100, http://www.groupe-reg.com/
RICHEL GROUP, info@richel.fr, +33490951468, http://www.richel.fr
RIVULIS IRRIGATION, Mohamed.Ezzairi@Rivulis.com, 0534270505, http://www.rivulis.com
ROM SELECTION, romdeveloppement@orange.fr, +33473927407, http://races-ovines-des-massifs.com
RUMI, a.houitte@rumi.fr, +33145123200, http://www.rumi.fr
SAIREM, commercial@sairem.com, +33472018160, http://www.sairem.com
SASSO, infocom@sasso.fr, +33558044646, http://www.sasso.fr
SCAIME SAS, courdouillie@scaime.com, +33450877839, http://www.scaime.com
SEMMARIS, secretariat.general@semmaris.fr, +33141808000, http://www.rungisinternational.com
Serac Group, info@serac-group.com, +33243602828, http://www.serac-group.com
SERAP INDUSTRIES, serap-industries@groupeserap.com, +33243084949, http://www.groupeserap.com
SERVINOX, rguinancio@servinox.com, 0130161500, http://www.servinox.com
SHICK ESTEVE, info@esteve.fr, +33248666060, http://www.esteve.fr
SIDEL GROUP, Claire.Lahalle@gebocermex.com, +33388183850, http://www.gebocermex.com
SIMON FRERES, contact@simon-sas.com, +33233430918, http://www.simon-sas.com
SIMV, jl.hunault@simv.org, +33153344343, http://www.simv.org
SIRCA EXECUTIVE SEARCH, search@sirca.fr, 0144553355, http://www.sirca.fr
SIT SAS, fdeprez-sit@groupesit.com, +33243491755, http://www.groupesit.com
SLEEVER INTERNATIONAL, jeancharles.fresnel@sleever.com, +33169747576, http://www.sleever.com
SMURFIT KAPPA BAG-IN-BOX SA, bag-in-box@smurfitkappa.fr, +33326557010, http://www.smurfitkappa.com/baginbox
SNF SAS, schabierski@snf.fr, +33477368600, http://www.snf-group.com
SOCAPS, contact@socaps.fr, +33235327200, http://www.socaps.coop
SOCIETE DU CANAL DE PROVENCE, jean-marc.philip@canal-de-provence.com, +33442667000, http://www.canal-de-provence.com
SODIAAL, eric.auger@sodiaal.fr, 0144109010, http://www.sodiaal.fr
SODISTRA, croidot@sodistra.fr, 0243071840, http://www.sodistra.fr
SOFRANA PARIS, sofrana@wanadoo.fr, +33559522992, http://www.sofrana.fr
SOFRECO, gilles.dubuisson@sofreco.com, +33141279595, http://www.sofreco.com
SOMMET DE L’ELEVAGE, info@sommet-elevage.fr, +33473289510, http://www.sommet-elevage.fr
SOPEXA, contactez-nous@sopexa.com, +33155375057, http://www.sopexa.com
SOREMA, t.colin@sorema.com, +33241623029, http://www.sorema.com
SPACE, info@space.fr, +33223482880, http://www.space.fr
STALE PROCESSING, stale@stale.fr, +33383263826, http://www.stale.fr
STAR EXPORT, starexport0169@orange.fr, +33490408888, http://
STEAP STAILOR SAS, f.chabut@steapstailor.com, +33+33476842970, http://www.steapstailor.com
STERIFLOW  SAS, contact.paris@steriflow.com, +33156769040, http://www.steriflow.com
STOLZ SA, contact@stolz.fr, +33321900505, http://www.stolz.fr
SYMOP, g.gaubert@symop.com, +33147176717, http://www.symop.com
SYNERLINK SA, sales@synerlink.com, +33130152930, http://www.synerlink.com
TANDEM PROCESS PARTNER, benomar.zou@gmail.com, +33+33499548824, http://www.tandem2p.com
TECHNI-PROCESS SA, contact@techni-process.com, +33442124200, http://www.techni-process.com
TECMA ARIES, p.laborde@tecmapack.fr, +33164045180, http://www.tecma-aries.com
TECNAL SAS, contact@tecnal.fr, +33549793444, http://ww.tecnal.fr
THERMO REFRIGERATION, contact@thermorefrigeration.com, +33243381010, http://www.thermorefrigeration.com
THIMONNIER, info@thimonnier.fr, +33472081919, http://www.thimonnier.fr
TriesseGressard Consultants, Skockmann@triessegressard.com, +33437851182, http://www.gressard.com
VALENTIN THIERION, info@valentinthierion.com, +33326587979, http://www.valentinthierion.com
VILOFOSS, pchwalowska@vilofoss.com, +33296832142, https://www.vilofoss.com/fr
VITALAC SA, contact@vitalac.eu, +33296215278, http://www.vitalac.eu
VITEFF – CCI DE REIMS ET D’EPERNAY, sofia.ribeiro@viteff.com, +33326506261, http://www.viteff.com
